Year,Month,GEO,Type of fuel,Price
2014,May, Saskatchewan,Regular unleaded gasoline at self service filling stations,129.7
2014,June, Saskatchewan,Regular unleaded gasoline at self service filling stations,132.6
2015,January,,Regular unleaded gasoline at self service filling stations,90.6
2015,December,,Regular unleaded gasoline at self service filling stations,99.1
2015,February,,Regular unleaded gasoline at self service filling stations,100.2
2015,November,,Regular unleaded gasoline at self service filling stations,103.7
2015,October,,Regular unleaded gasoline at self service filling stations,103.9
2015,September,,Regular unleaded gasoline at self service filling stations,105.8
2015,April,,Regular unleaded gasoline at self service filling stations,106
2015,March,,Regular unleaded gasoline at self service filling stations,106.4
2015,May,,Regular unleaded gasoline at self service filling stations,112.4
2015,August,,Regular unleaded gasoline at self service filling stations,115
2015,June,,Regular unleaded gasoline at self service filling stations,118.8
2015,July,,Regular unleaded gasoline at self service filling stations,119.1
2015,January, Alberta,Regular unleaded gasoline at self service filling stations,72.4
2015,December, Alberta,Regular unleaded gasoline at self service filling stations,81.5
2015,February, Alberta,Regular unleaded gasoline at self service filling stations,82.4
2015,November, Alberta,Regular unleaded gasoline at self service filling stations,89.1
2015,March, Alberta,Regular unleaded gasoline at self service filling stations,90.7
2015,April, Alberta,Regular unleaded gasoline at self service filling stations,93.4
2015,May, Alberta,Regular unleaded gasoline at self service filling stations,94.4
2015,September, Alberta,Regular unleaded gasoline at self service filling stations,95.4
2015,October, Alberta,Regular unleaded gasoline at self service filling stations,98
2015,July, Alberta,Regular unleaded gasoline at self service filling stations,103.7
2015,June, Alberta,Regular unleaded gasoline at self service filling stations,104.4
2015,August, Alberta,Regular unleaded gasoline at self service filling stations,107.6
2015,January, British Columbia,Regular unleaded gasoline at self service filling stations,102.9
2015,October, British Columbia,Regular unleaded gasoline at self service filling stations,116.6
2015,February, British Columbia,Regular unleaded gasoline at self service filling stations,117.2
2015,September, British Columbia,Regular unleaded gasoline at self service filling stations,118.2
2015,December, British Columbia,Regular unleaded gasoline at self service filling stations,122.9
2015,April, British Columbia,Regular unleaded gasoline at self service filling stations,123.6
2015,March, British Columbia,Regular unleaded gasoline at self service filling stations,124.6
2015,November, British Columbia,Regular unleaded gasoline at self service filling stations,124.7
2015,August, British Columbia,Regular unleaded gasoline at self service filling stations,130.6
2015,May, British Columbia,Regular unleaded gasoline at self service filling stations,133
2015,June, British Columbia,Regular unleaded gasoline at self service filling stations,135.1
2015,July, British Columbia,Regular unleaded gasoline at self service filling stations,135.5
2015,January, Manitoba,Regular unleaded gasoline at self service filling stations,82.4
2015,December, Manitoba,Regular unleaded gasoline at self service filling stations,86.6
2015,February, Manitoba,Regular unleaded gasoline at self service filling stations,89.7
2015,April, Manitoba,Regular unleaded gasoline at self service filling stations,93.7
2015,March, Manitoba,Regular unleaded gasoline at self service filling stations,96
2015,May, Manitoba,Regular unleaded gasoline at self service filling stations,97.8
2015,November, Manitoba,Regular unleaded gasoline at self service filling stations,98.4
2015,September, Manitoba,Regular unleaded gasoline at self service filling stations,99.2
2015,October, Manitoba,Regular unleaded gasoline at self service filling stations,103.6
2015,July, Manitoba,Regular unleaded gasoline at self service filling stations,104.1
2015,June, Manitoba,Regular unleaded gasoline at self service filling stations,107.8
2015,August, Manitoba,Regular unleaded gasoline at self service filling stations,108.7
2015,January, New Brunswick,Regular unleaded gasoline at self service filling stations,90.8
2015,February, New Brunswick,Regular unleaded gasoline at self service filling stations,95.5
2015,December, New Brunswick,Regular unleaded gasoline at self service filling stations,97
2015,October, New Brunswick,Regular unleaded gasoline at self service filling stations,97.6
2015,November, New Brunswick,Regular unleaded gasoline at self service filling stations,97.8
2015,September, New Brunswick,Regular unleaded gasoline at self service filling stations,103
2015,March, New Brunswick,Regular unleaded gasoline at self service filling stations,103.5
2015,April, New Brunswick,Regular unleaded gasoline at self service filling stations,105.8
2015,August, New Brunswick,Regular unleaded gasoline at self service filling stations,109.3
2015,May, New Brunswick,Regular unleaded gasoline at self service filling stations,113
2015,July, New Brunswick,Regular unleaded gasoline at self service filling stations,116.6
2015,June, New Brunswick,Regular unleaded gasoline at self service filling stations,117.3
2015,January, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,95.8
2015,December, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,98
2015,November, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,103.1
2015,October, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,103.2
2015,February, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,106.8
2015,September, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,106.9
2015,April, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,109.1
2015,March, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,113.3
